lot_id,item,item_type,sku,operation,department,machine,scheduled_start,scheduled_finish,duration_h,qty,uom,status
CURE_B00714,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4502,2026-04-10 23:00:00+05:30,2026-04-11 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B00805,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4503,2026-04-10 23:00:00+05:30,2026-04-11 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B00894,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4504,2026-04-10 23:00:00+05:30,2026-04-11 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01342,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4509,2026-04-10 23:00:00+05:30,2026-04-11 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01520,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4511,2026-04-10 23:00:00+05:30,2026-04-11 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01698,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4513,2026-04-10 23:00:00+05:30,2026-04-11 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01876,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4515,2026-04-10 23:00:00+05:30,2026-04-11 07:00:00+05:30,8.0,69.0,NOS,PINNED
L001004,CPJ120,CALANDARED ROLL,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-10 23:08:03+05:30,2026-04-10 23:12:47+05:30,0.07883791176444445,189210.9882352941,MM,PLACED
L001006,EGSL01,Steel Belt Edge Strip,1325215813079TUNE3,EDGE GUM,SLITTER,"""601""",2026-04-11 03:05:08+05:30,2026-04-11 03:12:47+05:30,0.12742,229356.0,MM,PLACED
L001000,B1-PBLT001,Steel Belt,1325215813079TUNE3,BELT CUTTER,CUTTING,"""801""",2026-04-11 03:22:47+05:30,2026-04-11 03:54:59+05:30,0.5366666666666666,483.0,NOS,PLACED
L001012,PBP143,Ply,1325215813079TUNE3,PLY CUTTER,PLY CUTTER,"""1103""",2026-04-11 03:22:47+05:30,2026-04-11 03:54:59+05:30,0.5366666666666666,483.0,NOS,PLACED
L001005,Cap 66 - MOTHER ROLL,Cap Strip,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-11 03:52:25+05:30,2026-04-11 03:53:59+05:30,0.025967741935277778,48300.0,MM,PLACED
L001003,CAP 66 - CAPSTRIP,Cap Strip,1325215813079TUNE3,CAP PLY SLITTER,CAP PLY SLITTER,"""702""",2026-04-11 03:58:59+05:30,2026-04-11 03:59:59+05:30,0.016666666666666666,9726171.0,MM,PLACED
L001001,B2-PBLT001,Steel Belt,1325215813079TUNE3,BELT CUTTER,CUTTING,"""801""",2026-04-11 04:00:59+05:30,2026-04-11 04:33:11+05:30,0.5366666666666666,483.0,NOS,PLACED
L001047,T435M,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-04-11 04:15:38+05:30,2026-04-11 04:19:49+05:30,0.06966666666666667,460.0,KG,PLACED
L001045,T1333,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-04-11 04:21:49+05:30,2026-04-11 04:43:31+05:30,0.3616666666666667,2200.0,KG,PLACED
L001046,T15,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,310,2026-04-11 04:30:49+05:30,2026-04-11 04:37:20+05:30,0.1085,660.0,KG,PLACED
L001032,B815,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,310,2026-04-11 04:39:20+05:30,2026-04-11 04:43:31+05:30,0.06966666666666667,440.0,KG,PLACED
L000030,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3404""",2026-04-11 04:43:11+05:30,2026-04-11 05:38:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000094,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3405""",2026-04-11 04:43:11+05:30,2026-04-11 05:38:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000158,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3403""",2026-04-11 04:43:11+05:30,2026-04-11 05:38:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000222,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3410""",2026-04-11 04:43:11+05:30,2026-04-11 05:38:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L001040,JT466,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,310,2026-04-11 04:53:51+05:30,2026-04-11 05:05:51+05:30,0.2,1440.0,KG,PLACED
L001044,R158,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-04-11 05:00:06+05:30,2026-04-11 05:05:51+05:30,0.096,675.0,KG,PLACED
L001022,IL007,Inner Liner,1325215813079TUNE3,RHC,CALENDERING,"""1101""",2026-04-11 05:35:39+05:30,2026-04-11 05:54:59+05:30,0.322,483000.0,MM,PLACED
L000287,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3404""",2026-04-11 05:38:12+05:30,2026-04-11 06:33:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000351,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3405""",2026-04-11 05:38:12+05:30,2026-04-11 06:33:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000415,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3403""",2026-04-11 05:38:12+05:30,2026-04-11 06:33:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L001016,BA13001,Bead Apex,1325215813079TUNE3,BEAD APEXING,BEAD APEXING,""" 0301""",2026-04-11 05:47:41+05:30,2026-04-11 11:57:59+05:30,6.171666666666667,1932.0,NOS,PLACED
L001021,HTPOLY350,CALANDARED ROLL,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-11 06:19:43+05:30,2026-04-11 06:24:03+05:30,0.07213285371694445,181774.7913669065,MM,PLACED
CURE_B00715,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4502,2026-04-11 07:00:00+05:30,2026-04-11 15:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B00806,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4503,2026-04-11 07:00:00+05:30,2026-04-11 15:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B00895,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4504,2026-04-11 07:00:00+05:30,2026-04-11 15:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01343,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4509,2026-04-11 07:00:00+05:30,2026-04-11 15:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01521,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4511,2026-04-11 07:00:00+05:30,2026-04-11 15:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01699,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4513,2026-04-11 07:00:00+05:30,2026-04-11 15:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01877,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4515,2026-04-11 07:00:00+05:30,2026-04-11 15:00:00+05:30,8.0,69.0,NOS,PINNED
L001018,CPJ120,CALANDARED ROLL,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-11 07:08:03+05:30,2026-04-11 07:12:47+05:30,0.07883791176444445,189210.9882352941,MM,PLACED
L001025,TRD 1503 NEO MSIL,Tread,1325215813079TUNE3,EXTRUSION,EXTRUDER,"""1002""",2026-04-11 08:53:31+05:30,2026-04-11 09:49:59+05:30,0.9410172413791666,1637370.0,MM,PLACED
L001024,SWRS103,SideWall,1325215813079TUNE3,EXTRUSION,EXTRUDER,"""1001""",2026-04-11 09:15:51+05:30,2026-04-11 09:54:59+05:30,0.65205,1173690.0000000002,MM,PLACED
L001039,IL3,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-04-11 09:17:59+05:30,2026-04-11 09:25:39+05:30,0.128,920.0,KG,PLACED
L001029,B355,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,310,2026-04-11 09:21:09+05:30,2026-04-11 09:25:39+05:30,0.075,420.0,KG,PLACED
L001028,B350,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,310,2026-04-11 10:49:27+05:30,2026-04-11 10:58:27+05:30,0.15,840.0,KG,PLACED
L001030,B460,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-04-11 10:51:18+05:30,2026-04-11 10:58:03+05:30,0.1125,660.0,KG,PLACED
L001020,EGSL01,Steel Belt Edge Strip,1325215813079TUNE3,EDGE GUM,SLITTER,"""601""",2026-04-11 11:05:08+05:30,2026-04-11 11:12:47+05:30,0.12742,229356.0,MM,PLACED
L001014,B1-PBLT001,Steel Belt,1325215813079TUNE3,BELT CUTTER,CUTTING,"""801""",2026-04-11 11:22:47+05:30,2026-04-11 11:54:59+05:30,0.5366666666666666,483.0,NOS,PLACED
L001023,PBP143,Ply,1325215813079TUNE3,PLY CUTTER,PLY CUTTER,"""1103""",2026-04-11 11:22:47+05:30,2026-04-11 11:54:59+05:30,0.5366666666666666,483.0,NOS,PLACED
L001019,Cap 66 - MOTHER ROLL,Cap Strip,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-11 11:52:25+05:30,2026-04-11 11:53:59+05:30,0.025967741935277778,48300.0,MM,PLACED
L001017,CAP 66 - CAPSTRIP,Cap Strip,1325215813079TUNE3,CAP PLY SLITTER,CAP PLY SLITTER,"""701""",2026-04-11 11:58:59+05:30,2026-04-11 11:59:59+05:30,0.016666666666666666,9726171.0,MM,PLACED
L001015,B2-PBLT001,Steel Belt,1325215813079TUNE3,BELT CUTTER,CUTTING,"""801""",2026-04-11 12:00:59+05:30,2026-04-11 12:33:11+05:30,0.5366666666666666,483.0,NOS,PLACED
L000031,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3410""",2026-04-11 12:43:11+05:30,2026-04-11 13:38:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000095,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3404""",2026-04-11 12:43:11+05:30,2026-04-11 13:38:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000159,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3405""",2026-04-11 12:43:11+05:30,2026-04-11 13:38:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000223,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3403""",2026-04-11 12:43:11+05:30,2026-04-11 13:38:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L001038,IL007,Inner Liner,1325215813079TUNE3,RHC,CALENDERING,"""1101""",2026-04-11 13:35:39+05:30,2026-04-11 13:54:59+05:30,0.322,483000.0,MM,PLACED
L000288,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3410""",2026-04-11 13:38:12+05:30,2026-04-11 14:33:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000352,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3404""",2026-04-11 13:38:12+05:30,2026-04-11 14:33:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000416,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3405""",2026-04-11 13:38:12+05:30,2026-04-11 14:33:12+05:30,0.9169333333333334,69.0,NOS,PLACED
CURE_B00716,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4502,2026-04-11 15:00:00+05:30,2026-04-11 23:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B00807,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4503,2026-04-11 15:00:00+05:30,2026-04-11 23:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B00896,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4504,2026-04-11 15:00:00+05:30,2026-04-11 23:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01344,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4509,2026-04-11 15:00:00+05:30,2026-04-11 23:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01522,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4511,2026-04-11 15:00:00+05:30,2026-04-11 23:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01700,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4513,2026-04-11 15:00:00+05:30,2026-04-11 23:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01878,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4515,2026-04-11 15:00:00+05:30,2026-04-11 23:00:00+05:30,8.0,69.0,NOS,PINNED
L001034,CPJ120,CALANDARED ROLL,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-11 15:08:03+05:30,2026-04-11 15:12:47+05:30,0.07883791176444445,189210.9882352941,MM,PLACED
L001031,B616M,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,310,2026-04-11 15:38:25+05:30,2026-04-11 15:42:25+05:30,0.06666666666666667,430.0,KG,PLACED
L001037,HTPOLY350,CALANDARED ROLL,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-11 15:56:47+05:30,2026-04-11 16:01:06+05:30,0.07213285371694445,181774.7913669065,MM,PLACED
L001114,MS105,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,270M,2026-04-11 16:51:00+05:30,2026-04-11 16:56:21+05:30,0.089,670.0,KG,PLACED
L001055,HS108,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-04-11 17:33:41+05:30,2026-04-11 17:37:41+05:30,0.06666666666666667,440.0,KG,PLACED
L001036,EGSL01,Steel Belt Edge Strip,1325215813079TUNE3,EDGE GUM,SLITTER,"""601""",2026-04-11 19:05:08+05:30,2026-04-11 19:12:47+05:30,0.12742,229356.0,MM,PLACED
L001026,B1-PBLT001,Steel Belt,1325215813079TUNE3,BELT CUTTER,CUTTING,"""801""",2026-04-11 19:22:47+05:30,2026-04-11 19:54:59+05:30,0.5366666666666666,483.0,NOS,PLACED
L001035,Cap 66 - MOTHER ROLL,Cap Strip,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-11 19:52:25+05:30,2026-04-11 19:53:59+05:30,0.025967741935277778,48300.0,MM,PLACED
L001033,CAP 66 - CAPSTRIP,Cap Strip,1325215813079TUNE3,CAP PLY SLITTER,CAP PLY SLITTER,"""702""",2026-04-11 19:58:59+05:30,2026-04-11 19:59:59+05:30,0.016666666666666666,9726171.0,MM,PLACED
L001027,B2-PBLT001,Steel Belt,1325215813079TUNE3,BELT CUTTER,CUTTING,"""801""",2026-04-11 20:00:59+05:30,2026-04-11 20:33:11+05:30,0.5366666666666666,483.0,NOS,PLACED
L001043,PBP143,Ply,1325215813079TUNE3,PLY CUTTER,PLY CUTTER,"""1103""",2026-04-11 20:11:06+05:30,2026-04-11 20:43:18+05:30,0.5366666666666666,483.0,NOS,PLACED
L000032,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3403""",2026-04-11 20:53:18+05:30,2026-04-11 21:48:19+05:30,0.9169333333333334,69.0,NOS,PLACED
L000096,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3410""",2026-04-11 20:53:18+05:30,2026-04-11 21:48:19+05:30,0.9169333333333334,69.0,NOS,PLACED
L000160,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3404""",2026-04-11 20:53:18+05:30,2026-04-11 21:48:19+05:30,0.9169333333333334,69.0,NOS,PLACED
L000224,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3405""",2026-04-11 20:53:18+05:30,2026-04-11 21:48:19+05:30,0.9169333333333334,69.0,NOS,PLACED
L001124,XMS106,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,270M,2026-04-11 21:00:21+05:30,2026-04-11 21:08:21+05:30,0.1335,1005.0,KG,PLACED
L001057,IL007,Inner Liner,1325215813079TUNE3,RHC,CALENDERING,"""1101""",2026-04-11 21:35:39+05:30,2026-04-11 21:54:59+05:30,0.322,483000.0,MM,PLACED
L001050,BA13001,Bead Apex,1325215813079TUNE3,BEAD APEXING,BEAD APEXING,"""201""",2026-04-11 21:47:41+05:30,2026-04-12 03:57:59+05:30,6.171666666666667,1932.0,NOS,PLACED
L000289,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3403""",2026-04-11 21:48:19+05:30,2026-04-11 22:43:20+05:30,0.9169333333333334,69.0,NOS,PLACED
L000353,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3410""",2026-04-11 21:48:19+05:30,2026-04-11 22:43:20+05:30,0.9169333333333334,69.0,NOS,PLACED
L000417,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3404""",2026-04-11 21:48:19+05:30,2026-04-11 22:43:20+05:30,0.9169333333333334,69.0,NOS,PLACED
L001056,HTPOLY350,CALANDARED ROLL,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-11 22:19:43+05:30,2026-04-11 22:24:03+05:30,0.07213285371694445,181774.7913669065,MM,PLACED
CURE_B00717,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4502,2026-04-11 23:00:00+05:30,2026-04-12 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B00808,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4503,2026-04-11 23:00:00+05:30,2026-04-12 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B00897,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4504,2026-04-11 23:00:00+05:30,2026-04-12 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01345,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4509,2026-04-11 23:00:00+05:30,2026-04-12 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01523,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4511,2026-04-11 23:00:00+05:30,2026-04-12 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01701,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4513,2026-04-11 23:00:00+05:30,2026-04-12 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01879,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4515,2026-04-11 23:00:00+05:30,2026-04-12 07:00:00+05:30,8.0,69.0,NOS,PINNED
L001052,CPJ120,CALANDARED ROLL,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-11 23:08:03+05:30,2026-04-11 23:12:47+05:30,0.07883791176444445,189210.9882352941,MM,PLACED
L001109,MB802,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,440M,2026-04-12 00:11:38+05:30,2026-04-12 00:17:28+05:30,0.09733333333333333,700.0,KG,PLACED
L001060,TRD 1503 NEO MSIL,Tread,1325215813079TUNE3,EXTRUSION,EXTRUDER,"""1002""",2026-04-12 00:53:31+05:30,2026-04-12 01:49:59+05:30,0.9410172413791666,1637370.0,MM,PLACED
L001125,XMS1106,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,270M,2026-04-12 01:12:21+05:30,2026-04-12 01:18:56+05:30,0.1095,1050.0,KG,PLACED
L001059,SWRS103,SideWall,1325215813079TUNE3,EXTRUSION,EXTRUDER,"""1001""",2026-04-12 01:15:51+05:30,2026-04-12 01:54:59+05:30,0.65205,1173690.0000000002,MM,PLACED
L001106,MB352,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,270M,2026-04-12 02:01:54+05:30,2026-04-12 02:22:54+05:30,0.35,2040.0,KG,PLACED
L001115,MT1300,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-1,2026-04-12 02:37:25+05:30,2026-04-12 03:32:40+05:30,0.9208333333333333,6205.0,KG,PLACED
L001063,B460,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-04-12 02:51:18+05:30,2026-04-12 02:58:03+05:30,0.1125,660.0,KG,PLACED
L001054,EGSL01,Steel Belt Edge Strip,1325215813079TUNE3,EDGE GUM,SLITTER,"""601""",2026-04-12 03:05:08+05:30,2026-04-12 03:12:47+05:30,0.12742,229356.0,MM,PLACED
L001048,B1-PBLT001,Steel Belt,1325215813079TUNE3,BELT CUTTER,CUTTING,"""801""",2026-04-12 03:22:47+05:30,2026-04-12 03:54:59+05:30,0.5366666666666666,483.0,NOS,PLACED
L001058,PBP143,Ply,1325215813079TUNE3,PLY CUTTER,PLY CUTTER,"""1103""",2026-04-12 03:22:47+05:30,2026-04-12 03:54:59+05:30,0.5366666666666666,483.0,NOS,PLACED
L001118,MT507,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,270M,2026-04-12 03:38:17+05:30,2026-04-12 04:03:39+05:30,0.4226666666666667,1440.0,KG,PLACED
L001053,Cap 66 - MOTHER ROLL,Cap Strip,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-12 03:52:25+05:30,2026-04-12 03:53:59+05:30,0.025967741935277778,48300.0,MM,PLACED
L001051,CAP 66 - CAPSTRIP,Cap Strip,1325215813079TUNE3,CAP PLY SLITTER,CAP PLY SLITTER,"""701""",2026-04-12 03:58:59+05:30,2026-04-12 03:59:59+05:30,0.016666666666666666,9726171.0,MM,PLACED
L001049,B2-PBLT001,Steel Belt,1325215813079TUNE3,BELT CUTTER,CUTTING,"""801""",2026-04-12 04:00:59+05:30,2026-04-12 04:33:11+05:30,0.5366666666666666,483.0,NOS,PLACED
L001110,MB813,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,440M,2026-04-12 04:21:28+05:30,2026-04-12 04:26:39+05:30,0.08633333333333333,710.0,KG,PLACED
L001112,MR156,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-1,2026-04-12 04:34:44+05:30,2026-04-12 04:44:44+05:30,0.16666666666666666,1480.0,KG,PLACED
L000033,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3405""",2026-04-12 04:43:11+05:30,2026-04-12 05:38:11+05:30,0.9169333333333334,69.0,NOS,PLACED
L000097,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3403""",2026-04-12 04:43:11+05:30,2026-04-12 05:38:11+05:30,0.9169333333333334,69.0,NOS,PLACED
L000161,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3410""",2026-04-12 04:43:11+05:30,2026-04-12 05:38:11+05:30,0.9169333333333334,69.0,NOS,PLACED
L000225,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3404""",2026-04-12 04:43:11+05:30,2026-04-12 05:38:11+05:30,0.9169333333333334,69.0,NOS,PLACED
L001111,ML405,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-2,2026-04-12 04:55:26+05:30,2026-04-12 05:13:59+05:30,0.309,2400.0,KG,PLACED
L001126,XMS1107,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-2,2026-04-12 05:22:56+05:30,2026-04-12 05:29:41+05:30,0.1125,1035.0,KG,PLACED
L001069,IL007,Inner Liner,1325215813079TUNE3,RHC,CALENDERING,"""1101""",2026-04-12 05:35:39+05:30,2026-04-12 05:54:59+05:30,0.322,483000.0,MM,PLACED
L000290,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3405""",2026-04-12 05:38:11+05:30,2026-04-12 06:33:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000354,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3403""",2026-04-12 05:38:11+05:30,2026-04-12 06:33:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000418,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3410""",2026-04-12 05:38:11+05:30,2026-04-12 06:33:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L001576,MS65,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-1,2026-04-12 05:43:39+05:30,2026-04-12 05:46:14+05:30,0.043166666666666666,345.0,KG,PLACED
L001104,MB230,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-1,2026-04-12 06:08:05+05:30,2026-04-12 06:19:45+05:30,0.19466666666666665,1420.0,KG,PLACED
L001263,MB230,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-2,2026-04-12 06:08:05+05:30,2026-04-12 06:19:45+05:30,0.19466666666666665,1420.0,KG,PLACED
L001068,HTPOLY350,CALANDARED ROLL,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-12 06:19:43+05:30,2026-04-12 06:24:03+05:30,0.07213285371694445,181774.7913669065,MM,PLACED
L001121,XMB352,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,270M,2026-04-12 06:26:54+05:30,2026-04-12 06:45:27+05:30,0.309,2160.0,KG,PLACED
CURE_B00718,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4502,2026-04-12 07:00:00+05:30,2026-04-12 15:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B00809,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4503,2026-04-12 07:00:00+05:30,2026-04-12 15:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B00898,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4504,2026-04-12 07:00:00+05:30,2026-04-12 15:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01346,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4509,2026-04-12 07:00:00+05:30,2026-04-12 15:00:00+05:30,8.0,69.0,NOS,PINNED
